scenario,year,sector,cumulative_units,installed_capacity_gw,annual_generation_twh,avoided_fossil_twh,avoided_co2_mt,share_of_global_electricity_pct,cf_sensitivity_low_twh,cf_sensitivity_high_twh,unit_power_sensitivity_low_twh,unit_power_sensitivity_high_twh,warnings
moderate_distributed_adoption,2036,small_river_micro_hydro,2989,0.029890,0.058964,0.041275,0.0186,0.000203,0.051944,0.065983,0.041275,0.076653,
moderate_distributed_adoption,2037,small_river_micro_hydro,3368,0.033680,0.066440,0.046508,0.0209,0.000229,0.058531,0.074350,0.046508,0.086373,
moderate_distributed_adoption,2038,small_river_micro_hydro,3770,0.037700,0.074371,0.052060,0.0234,0.000256,0.065517,0.083224,0.052060,0.096682,
moderate_distributed_adoption,2039,small_river_micro_hydro,4196,0.041960,0.082774,0.057942,0.0261,0.000285,0.072920,0.092629,0.057942,0.107607,
moderate_distributed_adoption,2040,small_river_micro_hydro,4648,0.046480,0.091691,0.064184,0.0289,0.000316,0.080775,0.102607,0.064184,0.119198,
moderate_distributed_adoption,2041,small_river_micro_hydro,5127,0.051270,0.101140,0.070798,0.0319,0.000349,0.089100,0.113181,0.070798,0.131482,
moderate_distributed_adoption,2042,small_river_micro_hydro,5635,0.056350,0.111162,0.077813,0.0350,0.000383,0.097928,0.124395,0.077813,0.144510,
moderate_distributed_adoption,2043,small_river_micro_hydro,6173,0.061730,0.121775,0.085242,0.0384,0.000420,0.107278,0.136272,0.085242,0.158307,
moderate_distributed_adoption,2044,small_river_micro_hydro,6743,0.067430,0.133019,0.093113,0.0419,0.000459,0.117183,0.148855,0.093113,0.172925,
moderate_distributed_adoption,2045,small_river_micro_hydro,7348,0.073480,0.144954,0.101468,0.0457,0.000500,0.127697,0.162210,0.101468,0.188440,
moderate_distributed_adoption,2046,small_river_micro_hydro,7989,0.079890,0.157599,0.110319,0.0496,0.000543,0.138837,0.176361,0.110319,0.204879,
moderate_distributed_adoption,2047,small_river_micro_hydro,8668,0.086680,0.170994,0.119695,0.0539,0.000590,0.150637,0.191350,0.119695,0.222292,
moderate_distributed_adoption,2048,small_river_micro_hydro,9388,0.093880,0.185197,0.129638,0.0583,0.000639,0.163150,0.207244,0.129638,0.240756,
moderate_distributed_adoption,2049,small_river_micro_hydro,10151,0.101510,0.200249,0.140174,0.0631,0.000691,0.176410,0.224088,0.140174,0.260323,
moderate_distributed_adoption,2050,small_river_micro_hydro,10960,0.109600,0.216208,0.151345,0.0681,0.000746,0.190469,0.241947,0.151345,0.281070,
moderate_distributed_adoption,2026,distributed_vertical_axis_wind,600,0.003000,0.003024,0.001966,0.0009,0.000010,0.002420,0.003629,0.002117,0.003932,
moderate_distributed_adoption,2027,distributed_vertical_axis_wind,1260,0.006300,0.006351,0.004128,0.0019,0.000022,0.005081,0.007622,0.004446,0.008257,
moderate_distributed_adoption,2028,distributed_vertical_axis_wind,1986,0.009930,0.010011,0.006507,0.0029,0.000035,0.008009,0.012013,0.007008,0.013014,
moderate_distributed_adoption,2029,distributed_vertical_axis_wind,2784,0.013920,0.014034,0.009122,0.0041,0.000048,0.011227,0.016840,0.009824,0.018244,
moderate_distributed_adoption,2030,distributed_vertical_axis_wind,3662,0.018310,0.018460,0.011999,0.0054,0.000064,0.014768,0.022151,0.012922,0.023997,
moderate_distributed_adoption,2031,distributed_vertical_axis_wind,4628,0.023140,0.023329,0.015164,0.0068,0.000080,0.018663,0.027995,0.016330,0.030328,
moderate_distributed_adoption,2032,distributed_vertical_axis_wind,5690,0.028450,0.028682,0.018644,0.0084,0.000099,0.022946,0.034419,0.020078,0.037287,
moderate_distributed_adoption,2033,distributed_vertical_axis_wind,6859,0.034295,0.034575,0.022474,0.0101,0.000119,0.027660,0.041490,0.024203,0.044948,
moderate_distributed_adoption,2034,distributed_vertical_axis_wind,8145,0.040725,0.041058,0.026687,0.0120,0.000142,0.032846,0.049269,0.028740,0.053375,
moderate_distributed_adoption,2035,distributed_vertical_axis_wind,9559,0.047795,0.048185,0.031320,0.0141,0.000166,0.038548,0.057822,0.033730,0.062641,
moderate_distributed_adoption,2036,distributed_vertical_axis_wind,11115,0.055575,0.056029,0.036419,0.0164,0.000193,0.044823,0.067235,0.039220,0.072838,
moderate_distributed_adoption,2037,distributed_vertical_axis_wind,12826,0.064130,0.064654,0.042025,0.0189,0.000223,0.051723,0.077584,0.045258,0.084050,
moderate_distributed_adoption,2038,distributed_vertical_axis_wind,14709,0.073545,0.074146,0.048195,0.0217,0.000256,0.059316,0.088975,0.051902,0.096389,
moderate_distributed_adoption,2039,distributed_vertical_axis_wind,16780,0.083900,0.084585,0.054980,0.0247,0.000292,0.067668,0.101502,0.059210,0.109961,
moderate_distributed_adoption,2040,distributed_vertical_axis_wind,19058,0.095290,0.096068,0.062444,0.0281,0.000331,0.076855,0.115282,0.067248,0.124889,
moderate_distributed_adoption,2041,distributed_vertical_axis_wind,21564,0.107820,0.108701,0.070655,0.0318,0.000375,0.086960,0.130441,0.076090,0.141311,
moderate_distributed_adoption,2042,distributed_vertical_axis_wind,24320,0.121600,0.122593,0.079685,0.0359,0.000423,0.098074,0.147112,0.085815,0.159371,
moderate_distributed_adoption,2043,distributed_vertical_axis_wind,27352,0.136760,0.137877,0.089620,0.0403,0.000475,0.110301,0.165452,0.096514,0.179240,
moderate_distributed_adoption,2044,distributed_vertical_axis_wind,30687,0.153435,0.154688,0.100547,0.0452,0.000533,0.123750,0.185626,0.108282,0.201094,
moderate_distributed_adoption,2045,distributed_vertical_axis_wind,34356,0.171780,0.173183,0.112569,0.0507,0.000597,0.138546,0.207819,0.121228,0.225138,
moderate_distributed_adoption,2046,distributed_vertical_axis_wind,38392,0.191960,0.193528,0.125793,0.0566,0.000667,0.154822,0.232233,0.135469,0.251586,
moderate_distributed_adoption,2047,distributed_vertical_axis_wind,42832,0.214160,0.215909,0.140341,0.0632,0.000745,0.172727,0.259091,0.151136,0.280682,
moderate_distributed_adoption,2048,distributed_vertical_axis_wind,47716,0.238580,0.240528,0.156343,0.0704,0.000829,0.192423,0.288634,0.168370,0.312687,
moderate_distributed_adoption,2049,distributed_vertical_axis_wind,53088,0.265440,0.267608,0.173945,0.0783,0.000923,0.214086,0.321129,0.187325,0.347890,
moderate_distributed_adoption,2050,distributed_vertical_axis_wind,58997,0.294985,0.297394,0.193306,0.0870,0.001025,0.237915,0.356873,0.208176,0.386612,
moderate_distributed_adoption,2026,coastal_tidal_wave_assisted,100,0.002000,0.003234,0.002264,0.0010,0.000011,0.002808,0.003660,0.002264,0.004204,
moderate_distributed_adoption,2027,coastal_tidal_wave_assisted,209,0.004180,0.006759,0.004731,0.0021,0.000023,0.005870,0.007648,0.004731,0.008787,
moderate_distributed_adoption,2028,coastal_tidal_wave_assisted,327,0.006540,0.010575,0.007403,0.0033,0.000036,0.009184,0.011967,0.007403,0.013748,
moderate_distributed_adoption,2029,coastal_tidal_wave_assisted,456,0.009120,0.014747,0.010323,0.0046,0.000051,0.012807,0.016687,0.010323,0.019171,
moderate_distributed_adoption,2030,coastal_tidal_wave_assisted,597,0.011940,0.019307,0.013515,0.0061,0.000067,0.016767,0.021847,0.013515,0.025099,
moderate_distributed_adoption,2031,coastal_tidal_wave_assisted,750,0.015000,0.024255,0.016978,0.0076,0.000084,0.021064,0.027446,0.016978,0.031531,
moderate_distributed_adoption,2032,coastal_tidal_wave_assisted,917,0.018340,0.029656,0.020759,0.0093,0.000102,0.025754,0.033558,0.020759,0.038552,
moderate_distributed_adoption,2033,coastal_tidal_wave_assisted,1099,0.021980,0.035542,0.024879,0.0112,0.000123,0.030865,0.040218,0.024879,0.046204,
moderate_distributed_adoption,2034,coastal_tidal_wave_assisted,1298,0.025960,0.041977,0.029384,0.0132,0.000145,0.036454,0.047501,0.029384,0.054570,
moderate_distributed_adoption,2035,coastal_tidal_wave_assisted,1515,0.030300,0.048995,0.034297,0.0154,0.000169,0.042548,0.055442,0.034297,0.063694,
moderate_distributed_adoption,2036,coastal_tidal_wave_assisted,1751,0.035020,0.056627,0.039639,0.0178,0.000195,0.049176,0.064078,0.039639,0.073615,
moderate_distributed_adoption,2037,coastal_tidal_wave_assisted,2009,0.040180,0.064971,0.045480,0.0205,0.000224,0.056422,0.073520,0.045480,0.084462,
moderate_distributed_adoption,2038,coastal_tidal_wave_assisted,2290,0.045800,0.074059,0.051841,0.0233,0.000255,0.064314,0.083803,0.051841,0.096276,
moderate_distributed_adoption,2039,coastal_tidal_wave_assisted,2596,0.051920,0.083955,0.058768,0.0264,0.000289,0.072908,0.095001,0.058768,0.109141,
moderate_distributed_adoption,2040,coastal_tidal_wave_assisted,2930,0.058600,0.094756,0.066329,0.0298,0.000327,0.082288,0.107224,0.066329,0.123183,
moderate_distributed_adoption,2041,coastal_tidal_wave_assisted,3294,0.065880,0.106528,0.074569,0.0336,0.000367,0.092511,0.120545,0.074569,0.138486,
moderate_distributed_adoption,2042,coastal_tidal_wave_assisted,3691,0.073820,0.119367,0.083557,0.0376,0.000412,0.103661,0.135073,0.083557,0.155177,
moderate_distributed_adoption,2043,coastal_tidal_wave_assisted,4123,0.082460,0.133338,0.093336,0.0420,0.000460,0.115793,0.150882,0.093336,0.173339,
moderate_distributed_adoption,2044,coastal_tidal_wave_assisted,4594,0.091880,0.148570,0.103999,0.0468,0.000512,0.129021,0.168118,0.103999,0.193141,
moderate_distributed_adoption,2045,coastal_tidal_wave_assisted,5108,0.102160,0.165193,0.115635,0.0520,0.000570,0.143457,0.186928,0.115635,0.214750,
moderate_distributed_adoption,2046,coastal_tidal_wave_assisted,5668,0.113360,0.183303,0.128312,0.0577,0.000632,0.159184,0.207422,0.128312,0.238294,
moderate_distributed_adoption,2047,coastal_tidal_wave_assisted,6278,0.125560,0.203030,0.142121,0.0640,0.000700,0.176316,0.229745,0.142121,0.263939,
moderate_distributed_adoption,2048,coastal_tidal_wave_assisted,6943,0.138860,0.224536,0.157175,0.0707,0.000774,0.194992,0.254081,0.157175,0.291897,
moderate_distributed_adoption,2049,coastal_tidal_wave_assisted,7668,0.153360,0.247983,0.173588,0.0781,0.000855,0.215353,0.280612,0.173588,0.322378,
moderate_distributed_adoption,2050,coastal_tidal_wave_assisted,8459,0.169180,0.273564,0.191495,0.0862,0.000943,0.237568,0.309559,0.191495,0.355633,
accelerated_open_hardware_adoption,2026,urban_drainage_building_water,1000,0.000500,0.000632,0.000379,0.0002,0.000002,0.000526,0.000737,0.000442,0.000821,
accelerated_open_hardware_adoption,2027,urban_drainage_building_water,2080,0.001040,0.001314,0.000788,0.0004,0.000005,0.001095,0.001533,0.000920,0.001708,
accelerated_open_hardware_adoption,2028,urban_drainage_building_water,3246,0.001623,0.002050,0.001230,0.0006,0.000007,0.001709,0.002392,0.001435,0.002665,
accelerated_open_hardware_adoption,2029,urban_drainage_building_water,4505,0.002253,0.002846,0.001707,0.0008,0.000010,0.002371,0.003320,0.001992,0.003699,
accelerated_open_hardware_adoption,2030,urban_drainage_building_water,5865,0.002933,0.003705,0.002223,0.0010,0.000013,0.003087,0.004322,0.002593,0.004816,
accelerated_open_hardware_adoption,2031,urban_drainage_building_water,7334,0.003667,0.004632,0.002779,0.0013,0.000016,0.003860,0.005405,0.003243,0.006022,
accelerated_open_hardware_adoption,2032,urban_drainage_building_water,8920,0.004460,0.005634,0.003381,0.0015,0.000019,0.004695,0.006573,0.003944,0.007324,
accelerated_open_hardware_adoption,2033,urban_drainage_building_water,10633,0.005317,0.006716,0.004030,0.0018,0.000023,0.005597,0.007836,0.004701,0.008731,
accelerated_open_hardware_adoption,2034,urban_drainage_building_water,12483,0.006241,0.007885,0.004731,0.0021,0.000027,0.006571,0.009199,0.005519,0.010250,
accelerated_open_hardware_adoption,2035,urban_drainage_building_water,14482,0.007241,0.009147,0.005488,0.0025,0.000032,0.007623,0.010672,0.006403,0.011892,
accelerated_open_hardware_adoption,2036,urban_drainage_building_water,16640,0.008320,0.010510,0.006306,0.0028,0.000036,0.008759,0.012262,0.007357,0.013664,
accelerated_open_hardware_adoption,2037,urban_drainage_building_water,18971,0.009485,0.011983,0.007190,0.0032,0.000041,0.009986,0.013980,0.008388,0.015578,
accelerated_open_hardware_adoption,2038,urban_drainage_building_water,21489,0.010745,0.013573,0.008144,0.0037,0.000047,0.011311,0.015836,0.009501,0.017645,
accelerated_open_hardware_adoption,2039,urban_drainage_building_water,24208,0.012104,0.015291,0.009174,0.0041,0.000053,0.012742,0.017839,0.010704,0.019878,
accelerated_open_hardware_adoption,2040,urban_drainage_building_water,27145,0.013572,0.017146,0.010288,0.0046,0.000059,0.014288,0.020004,0.012002,0.022290,
accelerated_open_hardware_adoption,2041,urban_drainage_building_water,30317,0.015159,0.019149,0.011490,0.0052,0.000066,0.015958,0.022341,0.013405,0.024894,
accelerated_open_hardware_adoption,2042,urban_drainage_building_water,33742,0.016871,0.021313,0.012788,0.0058,0.000073,0.017761,0.024865,0.014919,0.027707,
accelerated_open_hardware_adoption,2043,urban_drainage_building_water,37442,0.018721,0.023650,0.014190,0.0064,0.000082,0.019708,0.027592,0.016555,0.030745,
accelerated_open_hardware_adoption,2044,urban_drainage_building_water,41438,0.020719,0.026174,0.015704,0.0071,0.000090,0.021812,0.030536,0.018322,0.034026,
accelerated_open_hardware_adoption,2045,urban_drainage_building_water,45753,0.022877,0.028899,0.017340,0.0078,0.000100,0.024083,0.033716,0.020230,0.037569,
accelerated_open_hardware_adoption,2046,urban_drainage_building_water,50413,0.025206,0.031843,0.019106,0.0086,0.000110,0.026536,0.037150,0.022290,0.041396,
accelerated_open_hardware_adoption,2047,urban_drainage_building_water,55446,0.027723,0.035022,0.021013,0.0095,0.000121,0.029185,0.040859,0.024515,0.045528,
accelerated_open_hardware_adoption,2048,urban_drainage_building_water,60882,0.030441,0.038455,0.023073,0.0104,0.000133,0.032046,0.044865,0.026919,0.049992,
accelerated_open_hardware_adoption,2049,urban_drainage_building_water,66753,0.033377,0.042164,0.025298,0.0114,0.000145,0.035137,0.049191,0.029515,0.054813,
accelerated_open_hardware_adoption,2050,urban_drainage_building_water,73094,0.036547,0.046169,0.027701,0.0125,0.000159,0.038474,0.053864,0.032318,0.060020,
accelerated_open_hardware_adoption,2026,agricultural_irrigation_canals,2500,0.005000,0.007362,0.004785,0.0022,0.000025,0.006310,0.008414,0.005153,0.009571,
accelerated_open_hardware_adoption,2027,agricultural_irrigation_canals,5175,0.010350,0.015240,0.009906,0.0045,0.000053,0.013062,0.017417,0.010668,0.019811,
accelerated_open_hardware_adoption,2028,agricultural_irrigation_canals,8037,0.016074,0.023668,0.015384,0.0069,0.000082,0.020287,0.027049,0.016567,0.030768,
accelerated_open_hardware_adoption,2029,agricultural_irrigation_canals,11099,0.022198,0.032685,0.021245,0.0096,0.000113,0.028015,0.037354,0.022879,0.042490,
accelerated_open_hardware_adoption,2030,agricultural_irrigation_canals,14375,0.028750,0.042332,0.027516,0.0124,0.000146,0.036285,0.048379,0.029632,0.055032,
accelerated_open_hardware_adoption,2031,agricultural_irrigation_canals,17881,0.035762,0.052657,0.034227,0.0154,0.000182,0.045134,0.060179,0.036860,0.068453,
accelerated_open_hardware_adoption,2032,agricultural_irrigation_canals,21632,0.043264,0.063703,0.041407,0.0186,0.000220,0.054602,0.072803,0.044592,0.082813,
accelerated_open_hardware_adoption,2033,agricultural_irrigation_canals,25646,0.051292,0.075523,0.049090,0.0221,0.000260,0.064734,0.086312,0.052866,0.098180,
accelerated_open_hardware_adoption,2034,agricultural_irrigation_canals,29941,0.059882,0.088171,0.057311,0.0258,0.000304,0.075575,0.100767,0.061720,0.114623,
accelerated_open_hardware_adoption,2035,agricultural_irrigation_canals,34537,0.069074,0.101706,0.066109,0.0297,0.000351,0.087176,0.116235,0.071194,0.132217,
accelerated_open_hardware_adoption,2036,agricultural_irrigation_canals,39454,0.078908,0.116185,0.075521,0.0340,0.000401,0.099587,0.132783,0.081330,0.151041,
accelerated_open_hardware_adoption,2037,agricultural_irrigation_canals,44716,0.089432,0.131681,0.085593,0.0385,0.000454,0.112870,0.150493,0.092177,0.171185,
accelerated_open_hardware_adoption,2038,agricultural_irrigation_canals,50346,0.100692,0.148260,0.096369,0.0434,0.000511,0.127080,0.169441,0.103782,0.192739,
accelerated_open_hardware_adoption,2039,agricultural_irrigation_canals,56370,0.112740,0.166000,0.107900,0.0486,0.000572,0.142286,0.189714,0.116200,0.215800,
accelerated_open_hardware_adoption,2040,agricultural_irrigation_canals,62816,0.125632,0.184983,0.120239,0.0541,0.000638,0.158556,0.211409,0.129488,0.240477,
accelerated_open_hardware_adoption,2041,agricultural_irrigation_canals,69713,0.139426,0.205293,0.133440,0.0600,0.000708,0.175965,0.234621,0.143705,0.266881,
accelerated_open_hardware_adoption,2042,agricultural_irrigation_canals,77093,0.154186,0.227026,0.147567,0.0664,0.000783,0.194594,0.259458,0.158918,0.295134,
accelerated_open_hardware_adoption,2043,agricultural_irrigation_canals,84990,0.169980,0.250281,0.162683,0.0732,0.000863,0.214527,0.286036,0.175197,0.325366,
accelerated_open_hardware_adoption,2044,agricultural_irrigation_canals,93439,0.186878,0.275162,0.178855,0.0805,0.000949,0.235853,0.314471,0.192613,0.357711,
accelerated_open_hardware_adoption,2045,agricultural_irrigation_canals,102480,0.204960,0.301786,0.196161,0.0883,0.001041,0.258674,0.344899,0.211250,0.392322,
accelerated_open_hardware_adoption,2046,agricultural_irrigation_canals,112154,0.224308,0.330275,0.214679,0.0966,0.001139,0.283093,0.377457,0.231192,0.429357,
accelerated_open_hardware_adoption,2047,agricultural_irrigation_canals,122505,0.245010,0.360757,0.234492,0.1055,0.001244,0.309220,0.412293,0.252530,0.468984,
accelerated_open_hardware_adoption,2048,agricultural_irrigation_canals,133581,0.267162,0.393374,0.255693,0.1151,0.001356,0.337177,0.449570,0.275361,0.511386,
accelerated_open_hardware_adoption,2049,agricultural_irrigation_canals,145432,0.290864,0.428273,0.278377,0.1253,0.001477,0.367091,0.489455,0.299791,0.556755,
accelerated_open_hardware_adoption,2050,agricultural_irrigation_canals,158112,0.316224,0.465613,0.302649,0.1362,0.001606,0.399097,0.532129,0.325929,0.605297,
accelerated_open_hardware_adoption,2026,small_river_micro_hydro,500,0.005000,0.009863,0.006904,0.0031,0.000034,0.008689,0.011038,0.006904,0.012823,
accelerated_open_hardware_adoption,2027,small_river_micro_hydro,1030,0.010300,0.020319,0.014223,0.0064,0.000070,0.017900,0.022738,0.014223,0.026414,
accelerated_open_hardware_adoption,2028,small_river_micro_hydro,1591,0.015910,0.031386,0.021970,0.0099,0.000108,0.027649,0.035122,0.021970,0.040801,
accelerated_open_hardware_adoption,2029,small_river_micro_hydro,2186,0.021860,0.043123,0.030186,0.0136,0.000149,0.037989,0.048257,0.030186,0.056060,
accelerated_open_hardware_adoption,2030,small_river_micro_hydro,2817,0.028170,0.055571,0.038900,0.0175,0.000192,0.048955,0.062187,0.038900,0.072242,
accelerated_open_hardware_adoption,2031,small_river_micro_hydro,3486,0.034860,0.068768,0.048138,0.0217,0.000237,0.060582,0.076955,0.048138,0.089399,
accelerated_open_hardware_adoption,2032,small_river_micro_hydro,4195,0.041950,0.082755,0.057928,0.0261,0.000285,0.072903,0.092606,0.057928,0.107581,
accelerated_open_hardware_adoption,2033,small_river_micro_hydro,4946,0.049460,0.097570,0.068299,0.0307,0.000336,0.085954,0.109185,0.068299,0.126841,
accelerated_open_hardware_adoption,2034,small_river_micro_hydro,5742,0.057420,0.113272,0.079291,0.0357,0.000391,0.099788,0.126757,0.079291,0.147254,
accelerated_open_hardware_adoption,2035,small_river_micro_hydro,6586,0.065860,0.129922,0.090945,0.0409,0.000448,0.114455,0.145389,0.090945,0.168899,
accelerated_open_hardware_adoption,2036,small_river_micro_hydro,7481,0.074810,0.147578,0.103304,0.0465,0.000509,0.130009,0.165146,0.103304,0.191851,
accelerated_open_hardware_adoption,2037,small_river_micro_hydro,8430,0.084300,0.166299,0.116409,0.0524,0.000573,0.146501,0.186096,0.116409,0.216188,
accelerated_open_hardware_adoption,2038,small_river_micro_hydro,9436,0.094360,0.186144,0.130301,0.0586,0.000642,0.163984,0.208304,0.130301,0.241987,
accelerated_open_hardware_adoption,2039,small_river_micro_hydro,10502,0.105020,0.207173,0.145021,0.0653,0.000714,0.182509,0.231836,0.145021,0.269325,
accelerated_open_hardware_adoption,2040,small_river_micro_hydro,11632,0.116320,0.229464,0.160625,0.0723,0.000791,0.202147,0.256781,0.160625,0.298304,
accelerated_open_hardware_adoption,2041,small_river_micro_hydro,12830,0.128300,0.253097,0.177168,0.0797,0.000873,0.222967,0.283228,0.177168,0.329026,
accelerated_open_hardware_adoption,2042,small_river_micro_hydro,14100,0.141000,0.278151,0.194705,0.0876,0.000959,0.245037,0.311264,0.194705,0.361596,
accelerated_open_hardware_adoption,2043,small_river_micro_hydro,15446,0.154460,0.304703,0.213292,0.0960,0.001051,0.268429,0.340977,0.213292,0.396114,
accelerated_open_hardware_adoption,2044,small_river_micro_hydro,16873,0.168730,0.332853,0.232997,0.1048,0.001148,0.293228,0.372479,0.232997,0.432709,
accelerated_open_hardware_adoption,2045,small_river_micro_hydro,18385,0.183850,0.362681,0.253876,0.1142,0.001251,0.319504,0.405857,0.253876,0.471485,
accelerated_open_hardware_adoption,2046,small_river_micro_hydro,19988,0.199880,0.394303,0.276012,0.1242,0.001360,0.347362,0.441244,0.276012,0.512594,
accelerated_open_hardware_adoption,2047,small_river_micro_hydro,21687,0.216870,0.427819,0.299473,0.1348,0.001475,0.376888,0.478750,0.299473,0.556165,
accelerated_open_hardware_adoption,2048,small_river_micro_hydro,23488,0.234880,0.463347,0.324343,0.1460,0.001598,0.408187,0.518508,0.324343,0.602352,
accelerated_open_hardware_adoption,2049,small_river_micro_hydro,25397,0.253970,0.501006,0.350704,0.1578,0.001728,0.441363,0.560650,0.350704,0.651308,
accelerated_open_hardware_adoption,2050,small_river_micro_hydro,27421,0.274210,0.540934,0.378654,0.1704,0.001865,0.476537,0.605331,0.378654,0.703214,
accelerated_open_hardware_adoption,2026,distributed_vertical_axis_wind,1500,0.007500,0.007561,0.004915,0.0022,0.000026,0.006049,0.009073,0.005293,0.009830,
accelerated_open_hardware_adoption,2027,distributed_vertical_axis_wind,3150,0.015750,0.015879,0.010321,0.0046,0.000055,0.012703,0.019054,0.011115,0.020642,
accelerated_open_hardware_adoption,2028,distributed_vertical_axis_wind,4965,0.024825,0.025028,0.016268,0.0073,0.000086,0.020022,0.030033,0.017519,0.032536,
accelerated_open_hardware_adoption,2029,distributed_vertical_axis_wind,6961,0.034805,0.035089,0.022808,0.0103,0.000121,0.028071,0.042107,0.024562,0.045616,
accelerated_open_hardware_adoption,2030,distributed_vertical_axis_wind,9157,0.045785,0.046159,0.030003,0.0135,0.000159,0.036927,0.055391,0.032311,0.060007,
accelerated_open_hardware_adoption,2031,distributed_vertical_axis_wind,11572,0.057860,0.058333,0.037916,0.0171,0.000201,0.046666,0.069999,0.040833,0.075832,
accelerated_open_hardware_adoption,2032,distributed_vertical_axis_wind,14229,0.071145,0.071726,0.046622,0.0210,0.000247,0.057381,0.086071,0.050208,0.093244,
accelerated_open_hardware_adoption,2033,distributed_vertical_axis_wind,17152,0.085760,0.086460,0.056199,0.0253,0.000298,0.069168,0.103752,0.060522,0.112398,
accelerated_open_hardware_adoption,2034,distributed_vertical_axis_wind,20367,0.101835,0.102667,0.066733,0.0300,0.000354,0.082133,0.123200,0.071867,0.133467,
accelerated_open_hardware_adoption,2035,distributed_vertical_axis_wind,23903,0.119515,0.120491,0.078319,0.0352,0.000415,0.096393,0.144589,0.084344,0.156638,
accelerated_open_hardware_adoption,2036,distributed_vertical_axis_wind,27793,0.138965,0.140100,0.091065,0.0410,0.000483,0.112080,0.168120,0.098070,0.182130,
accelerated_open_hardware_adoption,2037,distributed_vertical_axis_wind,32072,0.160360,0.161670,0.105085,0.0473,0.000557,0.129336,0.194003,0.113169,0.210170,
accelerated_open_hardware_adoption,2038,distributed_vertical_axis_wind,36779,0.183895,0.185397,0.120508,0.0542,0.000639,0.148317,0.222476,0.129778,0.241016,
accelerated_open_hardware_adoption,2039,distributed_vertical_axis_wind,41957,0.209785,0.211498,0.137474,0.0619,0.000729,0.169199,0.253798,0.148049,0.274948,
accelerated_open_hardware_adoption,2040,distributed_vertical_axis_wind,47653,0.238265,0.240211,0.156137,0.0703,0.000828,0.192169,0.288253,0.168148,0.312274,
accelerated_open_hardware_adoption,2041,distributed_vertical_axis_wind,53918,0.269590,0.271792,0.176665,0.0795,0.000937,0.217433,0.326150,0.190254,0.353329,
accelerated_open_hardware_adoption,2042,distributed_vertical_axis_wind,60810,0.304050,0.306533,0.199246,0.0897,0.001057,0.245226,0.367840,0.214573,0.398493,
accelerated_open_hardware_adoption,2043,distributed_vertical_axis_wind,68391,0.341955,0.344748,0.224086,0.1008,0.001189,0.275798,0.413697,0.241323,0.448172,
accelerated_open_hardware_adoption,2044,distributed_vertical_axis_wind,76730,0.383650,0.386783,0.251409,0.1131,0.001334,0.309426,0.464140,0.270748,0.502818,
accelerated_open_hardware_adoption,2045,distributed_vertical_axis_wind,85903,0.429515,0.433023,0.281465,0.1267,0.001493,0.346418,0.519627,0.303116,0.562929,
accelerated_open_hardware_adoption,2046,distributed_vertical_axis_wind,95994,0.479970,0.483890,0.314528,0.1415,0.001669,0.387112,0.580668,0.338723,0.629057,
accelerated_open_hardware_adoption,2047,distributed_vertical_axis_wind,107094,0.535470,0.539843,0.350898,0.1579,0.001862,0.431874,0.647811,0.377890,0.701796,
accelerated_open_hardware_adoption,2048,distributed_vertical_axis_wind,119304,0.596520,0.601391,0.390904,0.1759,0.002074,0.481113,0.721670,0.420974,0.781809,
accelerated_open_hardware_adoption,2049,distributed_vertical_axis_wind,132735,0.663675,0.669095,0.434912,0.1957,0.002307,0.535276,0.802914,0.468366,0.869823,
accelerated_open_hardware_adoption,2050,distributed_vertical_axis_wind,147509,0.737545,0.743568,0.483319,0.2175,0.002564,0.594855,0.892282,0.520498,0.966639,
accelerated_open_hardware_adoption,2026,coastal_tidal_wave_assisted,250,0.005000,0.008085,0.005659,0.0025,0.000028,0.007021,0.009149,0.005659,0.010510,
accelerated_open_hardware_adoption,2027,coastal_tidal_wave_assisted,522,0.010440,0.016881,0.011817,0.0053,0.000058,0.014660,0.019103,0.011817,0.021946,
accelerated_open_hardware_adoption,2028,coastal_tidal_wave_assisted,819,0.016380,0.026486,0.018540,0.0083,0.000091,0.023001,0.029971,0.018540,0.034432,
accelerated_open_hardware_adoption,2029,coastal_tidal_wave_assisted,1142,0.022840,0.036932,0.025853,0.0116,0.000127,0.032073,0.041792,0.025853,0.048012,
accelerated_open_hardware_adoption,2030,coastal_tidal_wave_assisted,1494,0.029880,0.048316,0.033821,0.0152,0.000167,0.041959,0.054673,0.033821,0.062811,
accelerated_open_hardware_adoption,2031,coastal_tidal_wave_assisted,1878,0.037560,0.060734,0.042514,0.0191,0.000209,0.052743,0.068726,0.042514,0.078955,
accelerated_open_hardware_adoption,2032,coastal_tidal_wave_assisted,2297,0.045940,0.074285,0.051999,0.0234,0.000256,0.064511,0.084059,0.051999,0.096570,
accelerated_open_hardware_adoption,2033,coastal_tidal_wave_assisted,2754,0.055080,0.089064,0.062345,0.0281,0.000307,0.077345,0.100783,0.062345,0.115784,
accelerated_open_hardware_adoption,2034,coastal_tidal_wave_assisted,3252,0.065040,0.105170,0.073619,0.0331,0.000363,0.091331,0.119008,0.073619,0.136720,
accelerated_open_hardware_adoption,2035,coastal_tidal_wave_assisted,3794,0.075880,0.122698,0.085888,0.0386,0.000423,0.106553,0.138842,0.085888,0.159507,
accelerated_open_hardware_adoption,2036,coastal_tidal_wave_assisted,4385,0.087700,0.141811,0.099268,0.0447,0.000489,0.123151,0.160470,0.099268,0.184354,
